date,CCSI_lag18,CPI_lag1,ESI_lag18,GDP_lag18,PPI_lag6,base_rate_lag1,broad_liquidity_lag18,broad_money_lag18,business_survey_lag18,capital_account_lag3,capital_investment_lag18,coincident_lag6,credit_card_spending_lag3,current_account_lag12,deposit_rate_lag1,economic_growth_rate_lag18,employment_lag18,export_price_lag12,export_value_lag6,financial_account_lag12,financial_institution_liquidity_lag18,household_credit_lag1,import_price_lag6,import_value_lag12,industrial_production_lag6,kosdaq_index_lag1,labor_force_participation_rate_lag18,land_price_change_lag1,leading_price_lag18,loan_rate_lag1,loans_outstanding_lag18,manufacturing_capacity_utilization_lag12,manufacturing_output_lag12,manufacturing_production_lag12,monetary_base_lag18,retail_sales_lag1,service_production_lag3,terms_of_income_trade_lag6,terms_of_trade_lag3,total_deposits_lag18,unemployment_lag3,us_CPI_lag3,us_industrial_production_lag18,us_policy_rate_lag1,target
2011-02-01,118.3,88.288,105.2,3.1,96.6,2.75,2383597.7,1380776.9,81.0,-2.1,61.9,76.2,44316792.0,1799.2,3.46,3.051,23797.0,125.26,83.64,-1560.1,1939450.4,855514.6,126.68,79.5,84.3,521.38,61.1,0.091,69.7,5.64,956229.6,112.629,83.243,83.255,61272.8,81.3,84.3,69.5,100.54,717468.9,3.3,100.34,85.8,0.29,3.0
2011-03-01,117.8,88.892,108.7,3.1,97.16,2.75,2390541.5,1384414.2,84.0,22.5,68.3,76.1,45788120.0,1246.0,3.62,3.051,23983.0,124.72,85.49,327.7,1946611.1,855514.6,126.54,91.34,84.2,504.46,61.1,0.089,70.0,5.66,958578.1,113.998,84.878,85.048,59567.0,81.3,84.9,69.65,99.55,735366.3,3.7,100.52,86.6,0.28,3.0
2011-04-01,123.0,89.238,111.2,0.7,97.52,3.0,2397783.9,1394094.4,88.0,-17.1,66.0,76.0,44348384.0,3022.3,3.67,0.732,24038.0,125.05,94.69,-2308.1,1955741.5,855514.6,124.95,91.02,84.7,525.42,60.9,0.108,70.6,5.78,958048.5,114.003,85.966,86.112,63396.7,81.3,86.8,76.15,97.4,740219.1,3.6,100.99,86.8,0.28,3.0
2011-05-01,118.1,89.325,113.0,0.7,97.85,3.0,2410678.8,1400475.5,85.0,-5.4,72.1,76.3,39286019.0,6477.1,3.68,0.732,23983.0,128.15,93.09,4537.5,1954193.7,877178.2,127.37,89.18,85.1,511.0,61.0,0.098,71.2,5.7,963885.1,113.438,86.628,86.767,61337.1,82.0,84.6,73.26,97.42,747499.5,3.6,101.49,87.2,0.23,3.25
2011-06-01,116.5,89.497,114.3,0.7,98.76,3.0,2420301.2,1399323.9,89.0,-7.5,72.8,76.8,45802472.0,3207.0,3.67,0.732,23406.0,131.88,96.64,4805.0,1960945.4,877178.2,133.08,89.38,86.1,484.54,60.7,0.097,71.6,5.76,953505.2,113.384,86.834,86.975,62546.4,82.0,86.0,74.69,96.27,751272.7,3.7,102.48,87.5,0.21,3.25
2011-07-01,117.1,89.67,115.2,2.3,100.28,3.25,2438565.8,1406577.5,89.0,-3.2,73.1,77.6,43365817.0,3154.9,3.7,2.343,23041.0,131.02,92.72,2039.1,1971124.1,877178.2,132.46,90.19,88.3,479.55,61.3,0.1,71.9,5.8,955782.2,113.62,87.427,87.43,64920.3,82.0,86.3,69.92,95.16,774427.7,3.5,103.14,88.5,0.22,3.25
2011-08-01,114.5,90.102,115.7,2.3,101.03,3.25,2468580.5,1425069.1,89.0,5.2,77.9,77.7,47226380.0,3653.2,3.79,2.343,23047.0,127.49,84.29,2582.0,1993716.1,891271.6,136.18,90.29,84.8,536.05,61.0,0.101,71.9,5.86,958052.8,110.856,86.94,87.017,64923.8,81.9,86.3,62.22,91.08,792552.4,3.3,103.63,88.8,0.24,3.25
2011-09-01,114.5,90.707,116.1,2.3,102.24,3.25,2480566.7,1435032.5,89.0,-11.7,80.1,78.0,45181924.0,3945.5,3.77,2.343,23560.0,126.41,104.67,3475.1,2008531.3,891271.6,141.08,89.76,87.7,493.44,60.9,0.094,71.9,5.84,962695.9,111.637,87.031,87.035,65521.8,81.9,86.8,74.42,91.94,792910.8,3.3,103.52,89.4,0.29,3.25
2011-10-01,114.1,90.62,116.4,1.6,102.87,3.25,2500844.0,1448987.9,94.0,0.1,77.8,77.8,44452984.0,1636.4,3.71,1.616,24116.0,122.68,103.84,2737.3,2023391.6,891271.6,141.95,93.89,86.7,449.66,61.1,0.094,72.0,5.76,967784.2,112.68,87.918,87.986,64446.3,81.9,87.5,71.72,92.2,801374.8,3.4,103.61,89.7,0.33,3.25
2011-11-01,114.2,90.448,116.6,1.6,103.18,3.25,2517244.0,1456909.3,95.0,-3.3,74.1,78.4,46411423.0,1293.3,3.71,1.616,24495.0,123.37,103.59,4381.8,2031501.0,916162.2,138.92,98.61,87.1,490.69,61.2,0.095,72.2,5.77,974047.5,113.191,88.466,88.543,67868.6,81.8,88.1,69.14,91.39,826075.3,3.2,103.89,90.9,0.37,3.25
2011-12-01,116.0,90.534,116.7,1.6,102.95,3.25,2528782.5,1466581.2,94.0,-2.2,79.8,78.7,46060517.0,-1065.0,3.69,1.616,24474.0,127.0,104.71,-678.6,2046647.2,916162.2,138.21,102.52,88.0,492.81,61.1,0.095,72.4,5.83,975225.8,115.789,89.905,89.988,66794.8,81.8,87.0,70.98,91.41,837603.2,3.3,104.05,91.1,0.41,3.25
2012-01-01,115.9,90.879,116.6,1.0,103.09,3.25,2545640.9,1482417.4,93.0,-1.2,77.9,78.9,45224513.0,-1132.2,3.77,1.017,24500.0,124.74,106.28,-1955.6,2061344.9,916162.2,136.49,108.42,87.5,500.18,61.5,0.098,72.5,5.69,978910.0,117.945,93.019,93.144,67584.5,81.8,87.4,72.37,90.51,841492.5,3.3,103.84,91.5,0.49,3.25
2012-02-01,113.5,91.242,116.4,1.0,103.22,3.25,2563338.5,1488033.3,88.0,-2.0,84.2,79.3,45537738.0,3832.4,3.75,1.017,24214.0,127.24,101.95,1790.6,2066693.0,916472.3,136.84,94.09,87.8,513.99,61.1,0.087,72.5,5.79,978486.6,114.103,90.047,90.175,68111.5,82.8,87.1,69.11,91.39,849611.8,3.3,103.75,91.8,0.4,3.25
2012-03-01,112.4,91.588,115.9,1.0,103.3,3.25,2579624.4,1495141.5,88.0,-63.7,81.2,79.1,47895631.0,-1706.0,3.73,1.017,24270.0,131.09,106.52,-3399.4,2079738.2,916472.3,141.63,117.16,87.6,542.3,61.1,0.091,72.6,5.71,983395.2,115.929,92.357,92.369,69729.7,82.8,86.2,72.72,89.7,852983.1,3.2,103.49,92.1,0.3,3.25
2012-04-01,112.0,91.614,115.4,1.4,103.2,3.25,2590240.6,1498033.9,89.0,-9.6,80.6,79.5,45186542.0,-439.9,3.72,1.412,24398.0,129.26,104.04,-2766.8,2082834.7,916472.3,143.01,114.1,88.6,519.56,61.1,0.12,72.4,5.74,991773.6,113.479,90.967,91.032,70022.7,82.8,87.4,71.5,91.03,871671.2,3.3,103.95,91.8,0.29,3.25
2012-05-01,115.3,91.605,114.7,1.4,102.87,3.25,2614406.6,1506545.1,90.0,-5.8,81.8,79.4,43012603.0,-2429.3,3.7,1.412,24347.0,127.0,104.06,1019.8,2090828.5,928561.6,141.01,115.83,87.5,478.89,60.9,0.116,72.5,5.71,997054.2,113.543,91.37,91.419,69687.7,83.2,88.1,72.87,91.3,880035.3,3.3,104.41,91.9,0.29,3.25
2012-06-01,114.1,91.769,113.9,1.4,102.97,3.25,2622540.4,1516914.0,90.0,-3.8,82.1,79.6,46326784.0,779.0,3.64,1.412,23931.0,125.55,105.5,946.5,2112037.2,928561.6,141.22,114.8,86.7,471.94,61.3,0.112,72.6,5.66,987148.1,114.495,92.099,92.157,71409.2,83.2,87.4,73.65,90.11,873890.6,3.3,105.2,92.8,0.29,3.0
2012-07-01,112.6,91.639,113.1,1.0,103.5,3.25,2644620.8,1520642.1,87.0,0.3,80.7,79.5,46044761.0,2243.0,3.63,0.955,23439.0,123.12,91.7,3198.5,2122558.4,928561.6,142.61,113.46,87.6,489.16,60.8,0.097,73.1,5.58,993802.1,112.837,91.927,92.023,73273.1,83.2,87.5,64.4,88.28,875289.4,3.3,105.52,92.6,0.32,3.0
2012-08-01,110.2,91.432,112.2,1.0,104.21,3.0,2691895.0,1521655.1,84.0,-1.0,80.0,80.0,48844253.0,4866.7,3.43,0.955,23589.0,124.03,102.5,5530.5,2130714.2,940745.6,143.3,115.33,89.5,467.61,61.3,0.065,73.4,5.45,1001239.2,111.219,91.599,91.679,73769.2,83.4,88.4,71.31,88.36,891529.7,3.2,105.39,92.2,0.3,3.0
2012-09-01,98.7,91.855,111.4,1.0,104.73,3.0,2699206.4,1530223.2,87.0,-6.0,83.8,80.1,46057681.0,3057.6,3.19,0.955,24114.0,127.67,105.97,3184.9,2146545.4,940745.6,145.68,116.71,88.3,508.35,61.6,0.032,73.5,5.22,1008342.8,112.391,91.578,91.67,72954.3,83.4,88.0,72.26,89.67,890656.0,3.2,105.24,93.2,0.26,2.75
2012-10-01,100.9,92.512,110.7,0.4,104.78,3.0,2726322.8,1539009.1,92.0,-5.5,79.3,80.3,47707305.0,610.6,3.18,0.434,24581.0,129.21,101.47,4912.3,2160399.1,940745.6,144.11,110.21,88.3,523.78,61.4,0.024,73.5,5.13,1020032.7,113.222,93.586,93.664,73418.5,83.4,88.9,68.13,93.49,897086.0,3.2,105.07,92.9,0.24,2.75
2012-11-01,104.8,92.339,110.1,0.4,104.19,2.75,2730820.1,1547725.2,90.0,-1.9,83.9,80.5,45710847.0,4545.7,3.08,0.434,24950.0,125.82,104.77,6690.4,2166939.4,963794.4,141.39,109.69,89.3,508.31,61.4,0.059,73.6,4.98,1027141.8,112.162,92.004,92.002,73829.4,83.9,88.6,71.87,93.42,898462.8,3.2,105.65,93.0,0.23,2.75
2012-12-01,102.3,92.011,109.5,0.4,102.93,2.75,2746978.8,1550022.4,88.0,-1.6,83.8,80.6,48081223.0,2410.8,3.02,0.434,25053.0,125.69,105.11,3768.6,2184277.0,963794.4,136.37,117.19,88.2,499.37,61.5,0.067,73.6,4.94,1028822.5,109.679,90.158,90.237,75232.8,83.9,88.7,74.7,91.49,908396.2,3.2,106.12,93.3,0.23,2.75
2013-01-01,102.7,92.175,108.9,0.5,102.48,2.75,2773512.0,1555990.0,87.0,-4.9,81.7,81.0,47461738.0,1854.9,3.1,0.463,24933.0,126.85,104.08,346.1,2203943.3,963794.4,135.21,112.49,88.9,496.32,61.4,0.082,73.7,4.84,1036406.5,111.678,92.495,92.62,74712.5,83.9,88.2,77.05,90.3,914146.4,3.1,106.08,93.7,0.24,2.75
2013-02-01,97.9,92.728,108.2,0.5,103.11,2.75,2788386.5,1571378.8,81.0,0.7,88.6,80.7,47875119.0,-3007.0,3.0,0.463,24784.0,126.39,98.72,-167.4,2223358.5,962874.9,137.46,115.16,87.6,503.67,61.4,0.031,73.7,5.0,1042136.7,117.358,96.662,96.696,76447.5,83.6,88.3,72.33,91.18,921067.0,3.2,105.58,94.4,0.23,2.75
2013-03-01,97.2,93.038,107.5,0.5,103.47,2.75,2823669.7,1579257.0,82.0,-2.6,81.0,80.8,49549126.0,4706.6,2.94,0.463,24604.0,127.18,107.32,3309.6,2234173.2,962874.9,138.46,115.66,88.3,535.87,60.8,0.066,73.7,4.91,1052250.8,112.818,93.169,93.181,77368.6,83.6,87.8,76.67,92.18,927486.3,3.2,105.29,94.3,0.22,2.75
2013-04-01,99.9,92.952,106.7,0.7,102.67,2.75,2840652.9,1597926.7,82.0,-8.0,76.7,80.8,46665724.0,794.4,2.87,0.671,24965.0,127.72,108.29,-1585.5,2254320.1,962874.9,133.89,112.96,88.7,555.02,61.5,0.109,73.8,4.77,1064421.3,113.127,94.116,94.192,77080.8,83.6,88.4,76.48,92.95,938946.7,3.2,105.61,94.9,0.21,2.5
2013-05-01,104.6,92.823,106.0,0.7,101.96,2.75,2860160.2,1603013.1,80.0,-2.9,81.6,81.2,42937391.0,4313.1,2.75,0.671,24885.0,126.67,110.6,2372.1,2257082.8,979641.9,129.93,114.7,89.2,563.87,61.5,0.132,73.8,4.73,1071358.2,112.985,94.571,94.705,76835.2,83.8,89.7,79.45,93.05,942925.5,3.1,106.47,94.9,0.2,2.5
2013-06-01,98.3,92.823,105.3,0.7,101.71,2.5,2854209.7,1599168.0,81.0,8.2,82.1,81.6,47231439.0,5554.3,2.67,0.671,24421.0,124.89,102.99,3163.2,2262725.4,979641.9,128.57,107.67,89.2,577.87,61.5,0.13,73.8,4.62,1063192.5,111.01,92.728,92.867,77862.6,83.8,88.6,74.89,92.15,947801.4,3.0,106.75,95.4,0.2,2.5
2013-07-01,96.9,92.71,104.7,1.0,101.87,2.5,2881050.5,1603967.0,78.0,-1.6,87.8,81.8,47469966.0,7022.6,2.66,0.956,24024.0,123.24,104.6,8587.8,2272928.2,979641.9,127.54,107.69,89.7,519.06,61.4,0.105,74.1,4.52,1066592.2,108.909,91.934,92.028,81088.1,83.8,89.2,76.04,93.07,938494.0,3.0,106.64,96.0,0.19,2.5
2013-08-01,101.4,92.909,104.1,1.0,102.57,2.5,2896774.5,1612098.2,79.0,-11.0,93.5,82.0,49204775.0,2370.3,2.64,0.956,24079.0,123.2,97.15,2989.3,2282932.9,993617.0,131.02,105.72,90.5,554.31,61.6,0.019,74.5,4.6,1069053.8,103.527,90.303,90.382,80262.2,84.4,89.5,70.37,94.27,950631.6,3.1,106.83,96.3,0.14,2.5
2013-09-01,102.0,93.238,103.5,1.0,102.16,2.5,2954784.0,1618320.7,81.0,-14.9,81.3,82.0,46418903.0,3755.1,2.63,0.956,24566.0,123.39,107.8,5510.9,2316971.4,993617.0,129.98,109.42,88.9,516.74,61.7,0.001,74.8,4.55,1070385.9,106.976,91.112,91.12,79044.6,84.4,89.2,77.75,95.13,963098.8,3.1,107.08,95.8,0.12,2.5
2013-10-01,106.4,93.419,102.7,0.4,101.84,2.5,2953460.7,1629427.9,82.0,1.1,83.7,82.2,50065634.0,7135.0,2.64,0.422,25058.0,120.79,106.82,6996.9,2330215.5,993617.0,130.1,111.61,90.2,534.89,61.7,0.076,75.1,4.54,1076282.8,109.633,93.686,93.677,80844.0,84.4,89.1,78.68,95.45,956856.5,3.2,107.13,96.5,0.11,2.5
2013-11-01,106.8,93.134,101.7,0.4,101.49,2.5,2972489.4,1633889.0,82.0,18.2,79.5,82.4,47083493.0,6815.5,2.63,0.422,25431.0,117.48,111.53,9100.5,2329498.7,1019040.5,127.75,111.99,90.0,532.44,61.8,0.152,75.2,4.46,1080860.2,110.356,94.362,94.448,80494.9,84.5,90.0,83.38,94.92,962971.4,3.2,107.26,96.7,0.12,2.5
2013-12-01,100.6,93.116,100.5,0.4,101.48,2.5,2996391.8,1647303.9,78.0,-6.5,76.0,82.8,47741116.0,7475.7,2.62,0.422,25412.0,116.6,103.11,7765.8,2351012.6,1019040.5,130.45,110.6,89.7,517.06,61.7,0.156,75.4,4.5,1083714.2,109.761,94.54,94.552,82278.6,84.5,89.6,77.6,94.17,976938.7,3.0,107.38,96.7,0.12,2.5
2014-01-01,99.2,93.229,99.1,0.4,101.46,2.5,3010729.7,1655328.1,69.0,-2.0,80.5,83.0,48119676.0,7196.2,2.67,0.446,25378.0,116.53,105.72,2709.3,2366502.8,1019040.5,129.39,116.57,89.6,499.99,61.7,0.151,75.4,4.52,1085112.3,113.721,96.704,96.66,82195.9,84.5,89.9,79.9,93.78,971628.7,3.1,107.1,96.9,0.14,2.5
2014-02-01,99.7,93.73,97.8,0.4,101.74,2.5,3029645.1,1665020.0,69.0,0.0,74.0,83.2,47627670.0,5098.7,2.65,0.446,25121.0,119.37,104.56,1709.8,2377867.4,1022446.2,130.22,104.12,90.3,515.2,61.5,0.107,75.4,4.53,1089617.2,109.396,94.153,94.186,83163.1,85.7,89.9,78.75,94.17,975454.9,3.1,106.89,96.5,0.12,2.5
2014-03-01,97.6,93.98,96.6,0.4,101.63,2.5,3044706.5,1665281.6,68.0,-7.6,76.5,83.3,50077057.0,6481.5,2.63,0.446,25257.0,119.68,102.72,6871.2,2386310.1,1022446.2,127.21,112.37,89.7,528.96,61.7,0.142,75.4,4.45,1096901.7,108.313,93.108,93.21,82993.7,85.7,88.9,76.45,94.4,979542.3,3.3,106.88,96.4,0.13,2.5
2014-04-01,98.9,94.153,95.7,0.7,101.27,2.5,3054204.3,1676747.9,68.0,-3.0,77.7,83.8,47735539.0,6339.8,2.6,0.745,25315.0,120.39,115.57,2067.9,2398684.2,1022446.2,124.12,112.51,90.9,541.58,61.6,0.199,75.5,4.46,1102654.7,108.548,93.51,93.661,84604.6,85.7,91.3,85.71,92.82,973179.6,3.3,107.27,96.8,0.12,2.5
2014-05-01,99.2,94.214,95.1,0.7,101.07,2.5,3068039.5,1675811.9,66.0,3.5,73.4,84.1,43025682.0,8395.2,2.6,0.745,25182.0,119.35,110.98,12505.6,2403718.4,1035889.5,123.56,108.73,90.6,559.34,61.5,0.18,75.8,4.42,1105898.1,107.749,93.039,93.165,83181.7,85.0,90.9,82.83,93.73,980029.1,3.5,107.67,97.1,0.12,2.5
2014-06-01,98.0,94.369,94.9,0.7,101.3,2.5,3077778.3,1686156.0,68.0,-2.6,78.1,84.5,48685239.0,5398.8,2.59,0.745,24637.0,122.39,107.33,4895.5,2422242.3,1035889.5,124.03,104.67,90.2,546.53,61.3,0.152,76.1,4.4,1099781.8,107.217,93.151,93.207,85422.0,85.0,91.0,80.11,93.38,990273.1,3.4,108.36,97.4,0.11,2.5
2014-07-01,101.7,94.248,95.0,0.8,101.57,2.5,3097378.2,1698131.6,69.0,2.6,77.3,84.9,47282897.0,5734.7,2.57,0.793,24287.0,121.3,104.12,9082.4,2428972.6,1035889.5,123.71,111.46,92.1,537.06,61.3,0.148,76.2,4.4,1099778.9,104.275,92.028,92.117,85759.5,85.0,90.3,76.86,93.62,983449.1,3.6,108.72,97.4,0.11,2.25
2014-08-01,100.9,94.386,95.2,0.8,101.7,2.5,3125750.7,1711076.9,68.0,-4.3,76.2,85.2,48774430.0,7164.7,2.49,0.793,24215.0,120.51,99.33,5706.1,2448298.0,1056441.5,124.78,106.73,91.5,536.32,61.0,0.168,76.5,4.39,1101851.1,106.251,93.577,93.658,86887.8,86.1,90.9,74.08,93.82,990663.7,3.5,109.1,97.8,0.13,2.25
2014-09-01,104.1,94.551,95.6,0.8,101.66,2.25,3140272.2,1718308.7,71.0,-2.6,77.2,85.5,47386099.0,6824.8,2.36,0.793,24736.0,117.56,112.33,6821.0,2464947.0,1056441.5,124.13,106.38,91.6,570.2,61.3,0.138,76.7,4.18,1104331.3,103.383,91.625,91.725,89476.2,86.1,91.7,83.7,93.88,994749.1,3.5,109.3,98.2,0.13,2.0
2014-10-01,101.4,94.49,96.1,1.1,101.5,2.25,3175332.6,1717442.2,73.0,-6.3,75.3,85.6,50721418.0,8094.2,2.28,1.13,25322.0,115.38,115.24,9718.2,2475544.4,1056441.5,121.07,117.1,91.8,573.22,61.5,0.186,77.0,4.14,1110645.3,107.67,94.275,94.432,87890.0,86.1,91.9,86.36,93.66,992183.8,3.5,109.26,98.2,0.12,2.0
2014-11-01,104.0,94.205,96.7,1.1,101.49,2.0,3181627.9,1723903.5,73.0,11.2,76.4,85.5,48529802.0,4127.3,2.18,1.13,25610.0,114.49,107.79,7822.4,2487542.7,1085259.2,119.0,111.24,90.8,558.7,61.6,0.202,77.2,4.0,1116788.7,107.641,93.837,93.839,89529.1,86.3,92.3,80.81,94.14,993836.0,3.5,109.08,98.2,0.12,2.0
2014-12-01,104.9,94.015,97.2,1.1,101.53,2.0,3190299.9,1735168.6,74.0,-1.3,77.3,85.7,48692960.0,6402.9,2.1,1.13,25686.0,114.12,105.38,8629.9,2494648.3,1085259.2,118.94,114.14,92.1,545.08,61.7,0.159,77.6,3.88,1125805.5,108.576,95.515,95.528,91693.3,86.3,91.7,78.81,94.84,1008815.8,3.5,109.16,98.4,0.13,2.0
2015-01-01,104.6,94.006,97.8,1.0,101.61,2.0,3209948.6,1733115.5,70.0,-1.1,81.2,85.9,49888999.0,5955.4,2.16,1.003,25681.0,114.29,112.49,3148.2,2503747.8,1085259.2,118.32,115.7,92.3,542.97,61.8,0.166,78.0,3.91,1129168.6,110.309,96.339,96.385,91344.0,86.3,92.3,83.64,95.01,987224.1,3.6,108.89,98.1,0.15,2.0
2015-02-01,104.8,94.643,98.4,1.0,101.5,2.0,3239433.6,1739717.8,70.0,-0.8,83.3,86.3,48846107.0,7024.0,2.09,1.003,25513.0,115.05,104.32,6462.7,2520581.5,1098305.0,117.37,108.77,91.5,591.58,61.8,0.143,78.3,3.9,1135486.7,109.848,95.808,95.849,94576.4,87.7,92.3,78.0,97.04,998840.6,3.6,108.3,98.7,0.16,1.75
2015-03-01,101.2,94.587,99.0,1.0,101.14,2.0,3253259.1,1761110.1,72.0,-4.2,75.0,86.3,52395193.0,5552.9,2.04,1.003,25701.0,114.55,108.08,4701.5,2545776.8,1098305.0,115.94,117.37,90.5,624.56,62.0,0.149,78.4,3.86,1141771.1,110.421,96.201,96.222,94519.5,87.7,91.6,82.04,98.04,1004337.4,3.7,107.68,99.2,0.15,1.75
2015-04-01,106.5,94.596,99.5,0.9,100.43,1.75,3281580.3,1767779.4,75.0,-13.0,88.0,86.2,48227242.0,8545.6,1.92,0.876,25798.0,111.49,115.17,5667.8,2552195.2,1098305.0,114.7,118.19,91.2,650.49,62.1,0.186,78.8,3.61,1151207.5,110.729,96.291,96.357,93780.4,87.7,92.1,89.15,100.8,1009339.5,3.6,107.18,99.1,0.14,1.75
2015-05-01,108.1,94.625,99.9,0.9,100.12,1.75,3301952.5,1782729.9,74.0,-1.7,81.5,86.3,44569997.0,8184.9,1.78,0.876,25795.0,109.71,107.37,8648.6,2564900.7,1131535.5,113.7,109.2,91.3,689.01,62.2,0.197,79.1,3.36,1161013.7,105.496,92.799,92.844,93898.4,87.6,93.6,86.43,105.41,1009713.3,3.5,107.64,99.4,0.13,1.5
2015-06-01,107.4,94.89,100.3,0.9,99.14,1.75,3319686.1,1795257.0,73.0,-7.3,80.7,86.8,50326021.0,5750.2,1.75,0.876,25248.0,109.59,111.5,9821.5,2584455.3,1131535.5,107.86,107.89,91.5,711.39,62.2,0.178,79.4,3.56,1154760.3,107.659,95.407,95.467,97197.9,87.6,93.4,93.6,103.89,1009685.4,3.5,108.28,99.5,0.15,1.5
2015-07-01,110.1,94.909,100.4,0.8,97.92,1.5,3350171.5,1799846.9,72.0,-8.7,79.8,87.2,51920918.0,5342.9,1.67,0.767,25050.0,109.95,99.42,5184.4,2597157.8,1131535.5,99.72,116.64,91.5,742.27,62.5,0.212,79.7,3.49,1162583.6,108.842,96.151,96.158,97858.0,87.6,93.9,88.2,104.61,1008925.2,3.6,108.5,99.2,0.18,1.5
2015-08-01,109.0,95.08,100.5,0.8,97.99,1.5,3368318.5,1814781.0,74.0,-1.6,85.9,87.7,51444587.0,7318.0,1.57,0.767,25116.0,110.14,87.92,7809.2,2613055.9,1164895.2,102.52,110.66,92.8,725.06,62.8,0.215,79.9,3.43,1169134.7,103.235,92.68,92.766,98935.9,88.2,93.2,81.53,105.79,1025020.5,3.6,109.06,99.9,0.19,1.5
2015-09-01,109.5,95.213,100.3,0.8,97.87,1.5,3377467.4,1826090.4,75.0,-15.3,83.2,87.7,49225496.0,6466.3,1.55,0.767,25463.0,109.85,105.55,7860.5,2630233.5,1164895.2,102.86,113.38,92.1,687.11,62.6,0.19,80.1,3.44,1171776.1,103.93,91.852,91.946,100538.7,88.2,92.8,97.02,105.1,1026854.1,3.8,109.44,100.9,0.26,1.5
2015-10-01,109.5,94.966,100.1,0.9,97.84,1.5,3403418.9,1830800.0,77.0,-29.9,84.6,87.9,53499993.0,6097.8,1.54,0.949,25985.0,110.65,105.32,6903.4,2642341.5,1164895.2,100.38,113.86,92.8,678.48,62.8,0.191,80.3,3.43,1183768.4,103.733,91.427,91.502,99032.6,88.2,93.8,97.48,104.71,1022502.5,3.8,109.45,101.0,0.27,1.5
2015-11-01,105.2,94.966,99.9,0.9,97.9,1.5,3430318.9,1847499.7,74.0,1.5,82.9,87.7,50600642.0,8940.2,1.58,0.949,26112.0,111.95,97.74,9668.0,2662780.1,1203099.2,101.65,105.99,91.7,683.63,62.5,0.223,80.5,3.42,1192150.7,104.775,92.335,92.422,101660.5,91.1,94.6,90.84,104.99,1034158.8,3.6,109.29,101.4,0.25,1.5
